"","CD_C1_H.Gene","CD_C1_H.CD_C1_H","CD_C2_H.CD_C2_H","CD_C3_H.CD_C3_H","CD_HS1_H.CD_HS1_H","CD_HS2_H.CD_HS2_H","CD_HS3_H.CD_HS3_H"
"7565","LOC102934851",3,410,0,11,5,33
"7566","LOC102934852",0,0,0,0,0,0
"7567","LOC102934866",0,0,0,0,0,0
"7568","LOC102934871",0,0,0,0,0,0
"7569","LOC102934879",0,0,0,0,0,0
"7570","LOC102934889",0,0,0,0,0,0
"7571","LOC102934895",0,0,0,0,0,0
"7572","LOC102934896",0,8,0,0,0,0
"7573","LOC102934908",0,25,0,0,0,5
"7574","LOC102934918",8,122,10,0,2,4
"7575","LOC102934920",1,188,8,0,4,10
"7576","LOC102934932",0,0,0,0,0,0
"7577","LOC102934946",0,0,0,0,0,0
"7578","LOC102934954",0,0,0,0,0,0
"7579","LOC102934956",13,2621,37,105,20,47
"7580","LOC102934959",0,0,0,0,0,0
"7581","LOC102934965",0,17,0,0,0,0
"7582","LOC102934973",0,0,0,0,0,0
"7583","LOC102934975",0,0,0,0,0,0
"7584","LOC102934983",0,0,0,0,0,0
"7585","LOC102934984",6,559,20,11,15,29
"7586","LOC102934987",4,624,20,0,7,15
"7587","LOC102934992",0,0,0,0,0,0
"7588","LOC102934993",0,0,0,0,0,0
"7589","LOC102934999",0,0,0,0,0,0
"7590","LOC102935007",2,55,0,19,0,0
"7591","LOC102935020",0,0,0,0,0,0
"7592","LOC102935027",0,60,0,0,0,0
"7593","LOC102935035",0,0,0,0,0,0
"7594","LOC102935038",0,140,0,2,5,2
"7595","LOC102935044",0,0,0,0,0,0
"7596","LOC102935046",0,0,0,0,0,0
"7597","LOC102935053",0,0,0,0,0,0
"7598","LOC102935080",0,0,0,0,0,0
"7599","LOC102935087",0,0,0,0,0,0
"7600","LOC102935104",0,0,0,0,0,0
"7601","LOC102935107",0,44,0,0,0,0
"7602","LOC102935119",0,97,0,0,2,0
"7603","LOC102935122",0,0,0,0,0,0
"7604","LOC102935129",0,0,0,0,0,0
"7605","LOC102935130",0,0,0,0,0,0
"7606","LOC102935133",0,0,0,0,0,0
"7607","LOC102935146",2,147,0,0,6,11
"7608","LOC102935163",0,0,0,0,0,0
"7609","LOC102935175",0,39,0,0,3,2
"7610","LOC102935178",0,0,0,0,0,0
"7611","LOC102935179",0,0,0,0,0,0
"7612","LOC102935193",0,33,0,0,0,0
"7613","LOC102935213",0,0,0,0,0,0
"7614","LOC102935221",0,131,0,0,1,3
"7615","LOC102935233",0,74,0,0,0,0
"7616","LOC102935237",4,643,15,24,5,14
"7617","LOC102935239",0,3,0,0,0,0
"7618","LOC102935248",0,0,0,0,0,1
"7619","LOC102935257",0,0,0,0,0,0
"7620","LOC102935276",0,0,0,0,0,0
"7621","LOC102935277",1,157,0,0,0,0
"7622","LOC102935280",0,0,0,6,0,0
"7623","LOC102935283",0,0,0,0,0,0
"7624","LOC102935284",0,38,0,0,0,6
"7625","LOC102935293",0,0,0,0,0,0
"7626","LOC102935318",0,0,0,0,0,0
"7627","LOC102935319",0,0,0,0,0,0
"7628","LOC102935328",0,0,0,1667,0,399
"7629","LOC102935338",0,0,0,0,0,0
"7630","LOC102935347",0,179,0,0,0,1
"7631","LOC102935349",0,0,0,0,0,0
"7632","LOC102935352",12,1717,34,45,10,162
"7633","LOC102935356",0,0,0,0,0,0
"7634","LOC102935357",6,425,0,0,3,17
"7635","LOC102935360",0,0,0,0,0,0
"7636","LOC102935364",0,0,0,0,0,0
"7637","LOC102935380",0,0,0,0,0,0
"7638","LOC102935382",0,3,0,0,0,0
"7639","LOC102935383",3,684,4,11,5,17
"7640","LOC102935385",0,44,0,10,2,0
"7641","LOC102935393",0,0,0,0,0,0
"7642","LOC102935397",0,0,0,0,0,0
"7643","LOC102935399",0,51,0,0,0,0
"7644","LOC102935401",30,2672,107,39,15,185
"7645","LOC102935409",0,11,0,0,0,0
"7646","LOC102935415",5,2674,10,39,11,112
"7647","LOC102935416",0,231,0,0,0,8
"7648","LOC102935421",0,0,0,0,0,0
"7649","LOC102935435",0,0,0,0,3,1
"7650","LOC102935436",1,248,2,0,2,5
"7651","LOC102935455",0,0,0,0,0,0
"7652","LOC102935457",0,0,0,0,0,0
"7653","LOC102935469",0,0,0,0,0,0
"7654","LOC102935470",0,0,0,0,0,0
"7655","LOC102935471",0,0,0,0,0,0
"7656","LOC102935475",0,110,0,0,0,0
"7657","LOC102935479",0,67,7,0,0,2
"7658","LOC102935481",0,0,0,0,0,0
"7659","LOC102935487",0,0,0,0,0,0
"7660","LOC102935498",0,0,0,0,0,0
"7661","LOC102935499",0,129,1,0,4,18
"7662","LOC102935505",0,0,0,0,0,0
"7663","LOC102935507",0,0,0,0,0,0
"7664","LOC102935510",7,728,16,55,5,11
"7665","LOC102935513",7,894,6,0,14,36
"7666","LOC102935514",0,0,0,0,0,0
"7667","LOC102935521",0,0,0,0,0,0
"7668","LOC102935522",0,0,0,0,0,0
"7669","LOC102935532",0,0,0,0,0,0
"7670","LOC102935533",0,0,0,0,0,0
"7671","LOC102935534",14,951,0,0,7,12
"7672","LOC102935537",0,61,0,24,0,6
"7673","LOC102935539",0,0,0,0,0,0
"7674","LOC102935540",0,0,0,0,0,0
"7675","LOC102935545",0,0,0,0,0,0
"7676","LOC102935546",1,101,0,11,5,23
"7677","LOC102935547",2,365,1,0,0,10
"7678","LOC102935560",0,0,0,0,0,0
"7679","LOC102935561",0,0,0,0,0,0
"7680","LOC102935565",0,315,0,0,5,4
"7681","LOC102935567",0,0,0,0,0,0
"7682","LOC102935573",0,0,0,0,0,0
"7683","LOC102935577",0,0,0,0,0,0
"7684","LOC102935579",0,0,0,0,0,0
"7685","LOC102935590",0,0,0,0,0,0
"7686","LOC102935597",0,18,0,0,0,0
"7687","LOC102935609",0,0,0,0,0,0
"7688","LOC102935612",0,0,0,0,0,0
"7689","LOC102935616",0,802,5,2,5,15
"7690","LOC102935619",2,250,7,0,0,11
"7691","LOC102935622",1,13,0,3,0,0
"7692","LOC102935628",6,412,0,8,3,17
"7693","LOC102935635",0,2,0,0,3,6
"7694","LOC102935638",0,59,0,0,0,5
"7695","LOC102935641",0,0,0,0,0,0
"7696","LOC102935645",0,0,0,0,0,0
"7697","LOC102935654",0,0,0,0,0,0
"7698","LOC102935655",0,0,0,0,0,0
"7699","LOC102935656",0,11,0,0,0,0
"7700","LOC102935661",0,0,0,0,0,0
"7701","LOC102935665",0,0,0,0,0,0
"7702","LOC102935666",0,0,0,0,0,0
"7703","LOC102935672",0,0,0,0,0,0
"7704","LOC102935673",0,111,0,0,0,0
"7705","LOC102935675",14,660,1,0,6,56
"7706","LOC102935676",0,0,0,0,0,4
"7707","LOC102935682",0,0,0,0,0,1
"7708","LOC102935694",0,0,0,0,0,0
"7709","LOC102935695",2,48,10,0,0,0
"7710","LOC102935703",0,0,0,0,0,0
"7711","LOC102935704",0,0,0,0,0,0
"7712","LOC102935708",0,0,0,0,0,0
"7713","LOC102935717",0,0,0,0,0,0
"7714","LOC102935720",0,108,0,0,3,0
"7715","LOC102935726",0,0,0,0,0,0
"7716","LOC102935738",0,0,0,0,0,0
"7717","LOC102935745",2,1,2,0,0,1
"7718","LOC102935747",0,0,0,0,0,0
"7719","LOC102935762",0,0,0,0,0,0
"7720","LOC102935766",6,1197,1,17,27,14
"7721","LOC102935774",0,8,1,0,0,0
"7722","LOC102935775",0,0,0,0,0,0
"7723","LOC102935780",0,0,0,0,0,3
"7724","LOC102935787",1,0,0,0,0,7
"7725","LOC102935790",0,0,0,0,0,0
"7726","LOC102935798",0,0,0,0,0,0
"7727","LOC102935799",0,23,0,0,0,0
"7728","LOC102935805",0,0,0,0,0,0
"7729","LOC102935813",0,29,0,0,0,0
"7730","LOC102935816",0,0,0,0,0,1
"7731","LOC102935830",0,0,0,0,0,0
"7732","LOC102935831",3,479,0,8,1,13
"7733","LOC102935841",1,148,0,25,7,0
"7734","LOC102935849",0,0,0,0,0,0
"7735","LOC102935850",0,0,0,0,0,0
"7736","LOC102935854",0,0,0,0,0,0
"7737","LOC102935859",0,0,0,0,0,0
"7738","LOC102935860",0,51,0,0,0,1
"7739","LOC102935864",0,0,0,0,0,0
"7740","LOC102935865",0,0,0,0,0,0
"7741","LOC102935868",0,116,0,0,0,0
"7742","LOC102935871",0,336,6,2,3,8
"7743","LOC102935872",0,0,0,0,0,0
"7744","LOC102935877",0,0,0,0,0,0
"7745","LOC102935880",0,25,0,44,0,38
"7746","LOC102935892",0,0,0,0,0,0
"7747","LOC102935905",0,30,0,0,0,2
"7748","LOC102935914",0,0,0,0,0,0
"7749","LOC102935927",0,0,0,0,0,0
"7750","LOC102935931",0,0,0,0,0,0
"7751","LOC102935938",0,0,0,0,0,0
"7752","LOC102935944",0,274,0,0,0,9
"7753","LOC102935949",0,114,81,0,0,4
"7754","LOC102935961",0,0,0,0,0,0
"7755","LOC102935973",5,333,0,0,0,28
"7756","LOC102935986",0,0,0,0,0,0
"7757","LOC102935991",0,0,0,0,0,0
"7758","LOC102935994",0,2,0,0,0,0
"7759","LOC102936002",0,7,0,0,0,0
"7760","LOC102936018",0,0,0,0,0,0
"7761","LOC102936028",0,0,0,0,0,0
"7762","LOC102936031",16,2623,22,10,25,118
"7763","LOC102936040",0,0,0,0,0,0
"7764","LOC102936042",0,0,0,0,0,0
"7765","LOC102936047",40,1564,86,45,41,327
"7766","LOC102936053",1,112,0,1,1,4
"7767","LOC102936056",0,0,0,0,0,0
"7768","LOC102936057",0,0,0,0,0,0
"7769","LOC102936075",4,135,0,0,0,3
"7770","LOC102936081",0,0,0,0,0,3
"7771","LOC102936082",1,7,0,0,0,0
"7772","LOC102936087",0,0,0,0,0,0
"7773","LOC102936090",0,54,0,0,0,0
"7774","LOC102936095",0,0,0,0,0,0
"7775","LOC102936097",0,0,0,0,0,0
"7776","LOC102936099",0,0,0,0,0,0
"7777","LOC102936105",0,0,0,0,0,0
"7778","LOC102936106",0,0,0,0,0,0
"7779","LOC102936111",5,658,10,5,3,38
"7780","LOC102936120",0,0,0,0,0,0
"7781","LOC102936122",1,376,1,0,1,5
"7782","LOC102936124",4,110,0,4,3,1
"7783","LOC102936138",1,87,0,0,0,8
"7784","LOC102936139",0,0,0,0,0,0
"7785","LOC102936143",0,0,0,0,0,0
"7786","LOC102936148",4,92,0,2,3,5
"7787","LOC102936157",0,62,0,0,0,0
"7788","LOC102936167",0,0,0,0,0,0
"7789","LOC102936169",5,46,0,0,0,0
"7790","LOC102936186",0,5,0,0,0,0
"7791","LOC102936199",0,0,0,0,0,0
"7792","LOC102936206",12,256,23,0,49,94
"7793","LOC102936211",0,23,18,26,0,19
"7794","LOC102936218",0,0,0,0,0,0
"7795","LOC102936219",0,0,0,0,0,0
"7796","LOC102936223",0,0,0,0,0,0
"7797","LOC102936229",4,260,0,13,3,4
"7798","LOC102936232",0,0,0,0,0,0
"7799","LOC102936238",0,0,0,0,0,0
"7800","LOC102936239",0,0,0,0,0,0
"7801","LOC102936258",0,0,0,0,0,0
"7802","LOC102936260",1,62,0,1,1,7
"7803","LOC102936264",0,0,0,0,0,0
"7804","LOC102936272",0,290,0,33,1,0
"7805","LOC102936288",0,300,0,0,5,0
"7806","LOC102936290",0,0,0,0,0,0
"7807","LOC102936291",0,0,0,0,0,0
"7808","LOC102936292",0,80,1,0,0,2
"7809","LOC102936293",0,0,0,0,0,0
"7810","LOC102936296",0,0,0,0,0,0
"7811","LOC102936298",0,0,0,0,0,0
"7812","LOC102936306",0,0,0,0,0,0
"7813","LOC102936310",0,0,0,0,0,0
"7814","LOC102936320",0,436,0,0,9,19
"7815","LOC102936323",0,1,0,5,2,13
"7816","LOC102936326",0,0,0,0,0,0
"7817","LOC102936329",0,0,0,0,0,0
"7818","LOC102936331",0,0,0,0,0,0
"7819","LOC102936339",0,0,0,0,0,0
"7820","LOC102936345",0,0,0,0,0,0
"7821","LOC102936353",0,0,0,0,0,0
"7822","LOC102936360",0,0,0,0,0,0
"7823","LOC102936374",0,12,0,0,0,0
"7824","LOC102936378",1,244,11,33,2,16
"7825","LOC102936380",0,3,0,0,1,6
"7826","LOC102936385",0,90,2,0,0,0
"7827","LOC102936391",0,0,0,0,0,0
"7828","LOC102936399",0,0,0,0,0,0
"7829","LOC102936401",0,0,0,0,0,0
"7830","LOC102936403",0,0,0,0,0,0
"7831","LOC102936405",0,0,0,0,0,0
"7832","LOC102936412",0,168,0,15,2,0
"7833","LOC102936416",0,0,0,0,0,0
"7834","LOC102936417",0,0,0,0,0,0
"7835","LOC102936435",0,91,0,0,0,0
"7836","LOC102936443",0,0,0,0,0,0
"7837","LOC102936453",4,120,0,0,4,6
"7838","LOC102936454",0,0,0,0,0,0
"7839","LOC102936460",0,0,0,0,0,0
"7840","LOC102936461",0,0,0,0,0,0
"7841","LOC102936464",0,0,0,0,0,0
"7842","LOC102936466",55,4457,50,51,72,264
"7843","LOC102936468",0,0,0,0,0,0
"7844","LOC102936476",0,0,0,0,0,0
"7845","LOC102936481",0,0,0,0,0,0
"7846","LOC102936490",0,0,0,36,0,5
"7847","LOC102936499",0,0,0,0,0,0
"7848","LOC102936501",0,0,0,0,1,0
"7849","LOC102936502",0,33,0,0,0,0
"7850","LOC102936508",0,0,0,0,0,0
"7851","LOC102936509",0,0,0,0,0,0
"7852","LOC102936514",0,0,0,0,0,0
"7853","LOC102936516",0,0,0,0,0,0
"7854","LOC102936517",0,0,0,0,0,0
"7855","LOC102936523",0,0,0,0,0,0
"7856","LOC102936526",0,0,0,0,0,0
"7857","LOC102936537",2,182,0,0,3,13
"7858","LOC102936539",0,0,0,0,0,0
"7859","LOC102936545",2,512,0,39,6,15
"7860","LOC102936552",0,0,0,0,0,0
"7861","LOC102936554",0,0,0,0,0,0
"7862","LOC102936557",0,0,0,0,0,0
"7863","LOC102936572",0,54,0,0,2,2
"7864","LOC102936573",0,0,0,0,0,1
"7865","LOC102936590",0,0,0,0,0,0
"7866","LOC102936602",1,381,0,0,6,10
"7867","LOC102936608",0,0,0,0,0,0
"7868","LOC102936613",0,0,0,0,0,0
"7869","LOC102936614",42,5398,41,87,101,384
"7870","LOC102936618",0,451,0,0,1,0
"7871","LOC102936619",0,221,0,0,0,0
"7872","LOC102936621",0,0,0,0,0,5
"7873","LOC102936625",0,0,0,0,0,0
"7874","LOC102936628",3,102,0,0,0,0
"7875","LOC102936629",6,111,10,0,0,6
"7876","LOC102936642",0,0,0,0,0,0
"7877","LOC102936644",0,0,0,0,0,0
"7878","LOC102936658",0,282,0,1,0,1
"7879","LOC102936664",0,0,0,0,0,0
"7880","LOC102936668",0,0,0,0,0,0
"7881","LOC102936669",0,0,0,9,0,0
"7882","LOC102936679",0,0,0,0,0,0
"7883","LOC102936683",0,0,0,0,0,0
"7884","LOC102936684",0,0,0,0,0,0
"7885","LOC102936689",0,0,0,0,0,0
"7886","LOC102936691",0,0,0,0,0,0
"7887","LOC102936705",0,0,0,0,0,0
"7888","LOC102936706",0,0,0,0,0,0
"7889","LOC102936721",3,41,0,0,4,6
"7890","LOC102936729",1,429,3,0,4,17
"7891","LOC102936731",0,2,0,0,0,0
"7892","LOC102936732",0,1,0,0,0,0
"7893","LOC102936734",0,0,0,0,0,0
"7894","LOC102936741",0,0,0,0,0,0
"7895","LOC102936745",0,0,0,0,0,0
"7896","LOC102936749",0,0,0,0,0,0
"7897","LOC102936750",0,0,0,0,0,0
"7898","LOC102936754",2,86,15,30,0,1
"7899","LOC102936759",5,370,0,0,4,14
"7900","LOC102936765",0,43,0,0,0,3
"7901","LOC102936766",0,22,0,0,0,0
"7902","LOC102936769",0,31,0,0,0,0
"7903","LOC102936780",0,0,0,0,0,0
"7904","LOC102936782",0,0,0,0,0,0
"7905","LOC102936783",0,0,0,0,0,0
"7906","LOC102936796",0,0,0,0,0,0
"7907","LOC102936798",0,0,0,0,0,0
"7908","LOC102936806",13,1479,34,18,26,192
"7909","LOC102936807",0,37,0,0,0,0
"7910","LOC102936809",0,0,0,0,0,0
"7911","LOC102936828",0,0,0,0,0,0
"7912","LOC102936834",0,0,0,0,0,0
"7913","LOC102936836",0,0,0,0,0,0
"7914","LOC102936837",0,0,0,0,0,0
"7915","LOC102936849",2,167,2,3,0,6
"7916","LOC102936856",0,0,0,0,0,0
"7917","LOC102936858",0,0,0,0,0,0
"7918","LOC102936860",6,584,0,13,9,34
"7919","LOC102936865",0,0,0,0,0,0
"7920","LOC102936869",0,0,0,0,0,0
"7921","LOC102936874",0,0,0,0,0,0
"7922","LOC102936895",1,1,9,0,9,23
"7923","LOC102936898",0,0,0,0,0,0
"7924","LOC102936900",0,0,0,0,0,0
"7925","LOC102936902",0,0,0,20,0,0
"7926","LOC102936904",48,3452,120,332,104,371
"7927","LOC102936907",0,0,0,0,0,0
"7928","LOC102936908",0,0,0,0,0,0
"7929","LOC102936912",0,0,0,0,0,4
"7930","LOC102936917",0,0,0,0,0,0
"7931","LOC102936924",0,0,0,0,0,0
"7932","LOC102936939",0,4,0,0,0,0
"7933","LOC102936940",0,0,0,0,0,0
"7934","LOC102936965",0,0,0,0,0,0
"7935","LOC102936982",0,0,0,0,0,0
"7936","LOC102936983",0,0,0,0,0,0
"7937","LOC102936991",0,0,0,0,0,0
"7938","LOC102936995",10,540,16,1,6,23
"7939","LOC102936998",2,177,0,38,3,16
"7940","LOC102937000",4,516,14,0,12,21
"7941","LOC102937003",0,0,0,0,0,0
"7942","LOC102937007",70,5464,155,237,169,402
"7943","LOC102937011",4,369,1,0,0,15
"7944","LOC102937013",17,2438,25,35,36,174
"7945","LOC102937017",0,50,0,0,0,0
"7946","LOC102937026",0,0,0,0,0,0
"7947","LOC102937029",0,0,0,0,0,0
"7948","LOC102937037",0,0,0,0,0,0
"7949","LOC102937044",0,0,0,0,0,0
"7950","LOC102937054",0,0,0,0,0,0
"7951","LOC102937055",0,0,0,0,0,0
"7952","LOC102937061",0,0,10,0,0,1
"7953","LOC102937071",0,0,0,0,0,0
"7954","LOC102937072",0,72,0,0,1,13
"7955","LOC102937077",0,114,0,0,3,16
"7956","LOC102937091",0,2,0,0,0,0
"7957","LOC102937094",0,0,0,0,0,0
"7958","LOC102937106",5,1048,26,0,1,43
"7959","LOC102937109",0,0,0,0,0,0
"7960","LOC102937112",0,253,0,18,6,20
"7961","LOC102937114",0,0,0,0,0,0
"7962","LOC102937122",0,131,0,22,3,2
"7963","LOC102937124",0,0,0,0,0,0
"7964","LOC102937127",0,0,0,119,0,59
"7965","LOC102937132",0,0,0,0,0,0
"7966","LOC102937140",0,0,0,0,0,0
"7967","LOC102937142",0,0,0,0,0,0
"7968","LOC102937143",12,2378,39,67,5,75
"7969","LOC102937150",0,0,0,0,0,0
"7970","LOC102937152",0,0,0,0,0,0
"7971","LOC102937153",3,305,0,25,3,12
"7972","LOC102937154",0,0,0,0,0,0
"7973","LOC102937160",0,0,0,0,0,0
"7974","LOC102937166",0,0,0,0,0,0
"7975","LOC102937173",0,0,0,0,0,0
"7976","LOC102937175",0,295,0,0,0,9
"7977","LOC102937186",10,917,16,121,8,29
"7978","LOC102937194",0,0,0,0,0,0
"7979","LOC102937205",137,14336,126,71,116,602
"7980","LOC102937210",0,0,0,0,0,0
"7981","LOC102937211",0,0,0,0,0,0
"7982","LOC102937217",0,273,13,0,8,16
"7983","LOC102937225",0,189,0,0,0,6
"7984","LOC102937233",0,70,0,41,0,5
"7985","LOC102937235",0,31,0,1,0,0
"7986","LOC102937237",4,556,27,48,4,41
"7987","LOC102937241",0,0,0,0,0,0
"7988","LOC102937242",0,0,0,0,0,0
"7989","LOC102937254",0,0,0,0,0,0
"7990","LOC102937262",0,0,0,0,0,0
"7991","LOC102937266",19,2249,17,38,48,117
"7992","LOC102937275",0,0,0,0,0,0
"7993","LOC102937279",24,675,50,59,10,75
"7994","LOC102937281",0,0,0,0,0,0
"7995","LOC102937282",0,0,0,0,0,0
"7996","LOC102937284",0,249,1,0,0,19
"7997","LOC102937302",0,2,1,0,0,4
"7998","LOC102937305",0,60,0,0,0,0
"7999","LOC102937308",11,1778,40,24,22,27
"8000","LOC102937318",2,172,0,0,3,27
"8001","LOC102937320",0,81,7,0,0,4
"8002","LOC102937321",0,2,0,0,0,0
"8003","LOC102937323",0,0,0,0,0,0
"8004","LOC102937329",0,2,0,0,0,0
"8005","LOC102937336",2,91,0,0,3,0
"8006","LOC102937338",0,0,0,0,0,0
"8007","LOC102937339",0,0,0,0,0,0
"8008","LOC102937340",0,0,0,0,0,0
"8009","LOC102937342",0,0,0,0,0,0
"8010","LOC102937353",0,0,0,0,0,0
"8011","LOC102937354",0,0,0,0,0,0
"8012","LOC102937381",0,0,0,0,0,0
"8013","LOC102937384",0,0,0,0,0,0
"8014","LOC102937385",0,239,0,0,0,16
"8015","LOC102937387",0,0,0,0,0,0
"8016","LOC102937391",0,0,0,0,0,0
"8017","LOC102937397",0,0,0,0,0,0
"8018","LOC102937411",0,143,0,0,0,0
"8019","LOC102937417",8,563,10,0,10,24
"8020","LOC102937418",0,0,0,13,0,0
"8021","LOC102937420",0,14,0,0,0,11
"8022","LOC102937422",0,0,12,0,0,0
"8023","LOC102937427",0,0,0,0,0,0
"8024","LOC102937429",0,0,0,0,0,0
"8025","LOC102937438",0,0,0,0,0,0
"8026","LOC102937440",0,0,0,0,0,0
"8027","LOC102937449",5,458,16,0,0,14
"8028","LOC102937457",0,0,0,0,0,0
"8029","LOC102937464",0,29,0,0,0,0
"8030","LOC102937470",0,0,0,0,0,0
"8031","LOC102937471",0,0,0,0,0,0
"8032","LOC102937474",0,0,0,0,0,0
"8033","LOC102937477",0,0,0,0,0,0
"8034","LOC102937485",0,0,0,0,0,0
"8035","LOC102937488",0,0,0,0,0,0
"8036","LOC102937504",0,96,0,0,0,9
"8037","LOC102937515",0,0,0,0,0,0
"8038","LOC102937516",8,706,6,0,8,41
"8039","LOC102937518",4,708,7,32,9,28
"8040","LOC102937531",0,0,0,58,0,13
"8041","LOC102937532",3,457,5,0,4,18
"8042","LOC102937534",0,0,0,0,0,0
"8043","LOC102937536",0,0,0,0,0,0
"8044","LOC102937538",0,17,0,0,0,0
"8045","LOC102937550",14,2715,29,7,42,44
"8046","LOC102937553",0,0,0,0,0,0
"8047","LOC102937554",6,898,0,0,14,32
"8048","LOC102937562",0,0,0,0,0,0
"8049","LOC102937581",0,0,0,0,0,0
"8050","LOC102937583",0,0,0,0,0,0
"8051","LOC102937587",3,203,0,0,0,3
"8052","LOC102937591",0,0,0,0,0,0
"8053","LOC102937600",0,0,0,0,0,0
"8054","LOC102937610",2,341,2,8,6,18
"8055","LOC102937613",0,0,0,0,0,0
"8056","LOC102937614",0,0,0,0,0,0
"8057","LOC102937615",2,35,0,0,2,0
"8058","LOC102937619",0,0,0,0,0,0
"8059","LOC102937623",0,0,0,0,0,0
"8060","LOC102937624",0,0,0,0,0,0
"8061","LOC102937625",0,43,0,0,0,10
"8062","LOC102937627",0,0,0,0,0,0
"8063","LOC102937636",4,1054,5,5,9,37
"8064","LOC102937637",12,1162,0,98,4,69
"8065","LOC102937641",0,0,0,0,0,0
"8066","LOC102937654",0,0,0,0,0,0
"8067","LOC102937661",0,0,0,63,0,9
"8068","LOC102937668",0,0,0,0,0,0
"8069","LOC102937672",6,701,1,20,34,20
"8070","LOC102937677",5,82,0,0,0,0
"8071","LOC102937695",0,0,0,0,0,0
"8072","LOC102937701",0,0,0,0,0,0
"8073","LOC102937703",34,2550,31,69,18,151
"8074","LOC102937705",0,0,0,0,0,0
"8075","LOC102937715",0,37,0,0,0,3
"8076","LOC102937734",0,0,0,0,0,0
"8077","LOC102937739",11,662,3,0,4,24
"8078","LOC102937742",0,0,0,0,0,0
"8079","LOC102937744",0,197,0,0,0,0
"8080","LOC102937746",0,0,0,0,0,0
"8081","LOC102937747",0,0,0,0,0,0
"8082","LOC102937749",0,0,0,0,0,0
"8083","LOC102937750",0,0,0,0,0,0
"8084","LOC102937754",4,116,3,0,5,9
"8085","LOC102937755",1,424,12,0,0,27
"8086","LOC102937758",0,0,0,0,0,0
"8087","LOC102937767",0,0,0,0,0,0
"8088","LOC102937775",0,178,6,0,3,9
"8089","LOC102937778",0,0,0,0,0,0
"8090","LOC102937779",0,224,0,0,2,1
"8091","LOC102937783",0,0,0,0,0,0
"8092","LOC102937787",1,65,0,0,0,7
"8093","LOC102937789",0,142,0,0,0,2
"8094","LOC102937799",0,1,0,0,0,0
"8095","LOC102937805",0,28,0,0,0,0
"8096","LOC102937830",0,0,0,0,0,0
"8097","LOC102937832",0,0,0,0,0,0
"8098","LOC102937837",0,54,5,0,0,3
"8099","LOC102937840",0,1,0,0,0,0
"8100","LOC102937842",0,66,0,0,2,0
"8101","LOC102937843",0,0,0,0,0,1
"8102","LOC102937851",8,923,8,22,10,12
"8103","LOC102937852",3,321,9,0,0,0
"8104","LOC102937856",0,0,0,0,0,0
"8105","LOC102937862",0,0,0,0,0,0
"8106","LOC102937867",2,433,0,0,1,2
"8107","LOC102937870",0,0,0,0,0,0
"8108","LOC102937872",0,0,0,0,0,0
"8109","LOC102937877",0,46,0,0,0,6
"8110","LOC102937883",0,0,0,0,0,0
"8111","LOC102937884",32,2452,37,19,27,103
"8112","LOC102937887",0,0,0,0,0,0
"8113","LOC102937891",0,0,0,0,0,0
"8114","LOC102937901",0,0,0,0,0,0
"8115","LOC102937910",0,157,22,8,0,9
"8116","LOC102937912",0,0,0,0,0,0
"8117","LOC102937914",2,81,0,0,0,6
"8118","LOC102937918",2,229,3,0,0,23
"8119","LOC102937928",34,2111,16,40,23,80
"8120","LOC102937929",0,0,0,0,0,0
"8121","LOC102937933",0,0,0,0,0,0
"8122","LOC102937936",1,2,0,0,0,2
"8123","LOC102937938",0,0,0,0,0,0
"8124","LOC102937940",0,0,0,0,0,0
"8125","LOC102937943",7,140,0,0,0,3
"8126","LOC102937958",0,59,0,0,0,1
"8127","LOC102937966",0,0,0,0,0,0
"8128","LOC102937969",0,0,0,0,0,0
"8129","LOC102937978",0,25,0,0,3,0
"8130","LOC102938005",0,0,0,0,0,0
"8131","LOC102938006",28,2126,27,75,87,100
"8132","LOC102938021",0,56,0,0,0,0
"8133","LOC102938031",0,300,1,0,0,1
"8134","LOC102938057",0,0,0,0,0,0
"8135","LOC102938060",0,0,0,0,0,0
"8136","LOC102938066",2,360,5,0,0,8
"8137","LOC102938070",0,47,0,0,0,0
"8138","LOC102938078",0,11,0,0,0,0
"8139","LOC102938113",0,0,0,0,0,0
"8140","LOC102938117",0,0,0,0,0,0
"8141","LOC102938118",0,0,0,0,0,0
"8142","LOC102938126",0,0,0,0,0,0
"8143","LOC102938128",0,0,0,0,0,0
"8144","LOC102938129",3,1005,31,32,13,44
"8145","LOC102938133",0,0,0,0,0,0
"8146","LOC102938144",0,31,0,1,0,5
"8147","LOC102938145",0,0,0,0,0,0
"8148","LOC102938147",0,83,0,1,0,0
"8149","LOC102938156",3,217,0,16,8,5
"8150","LOC102938157",0,67,0,0,1,7
"8151","LOC102938167",0,0,0,0,0,0
"8152","LOC102938172",0,138,0,0,1,0
"8153","LOC102938182",37,2107,9,58,47,292
"8154","LOC102938183",0,0,0,0,0,0
"8155","LOC102938188",0,0,0,0,0,0
"8156","LOC102938194",0,3,0,0,0,0
"8157","LOC102938207",0,0,0,0,0,0
"8158","LOC102938209",0,94,2,7,0,0
"8159","LOC102938210",0,0,0,0,0,0
"8160","LOC102938230",0,0,0,0,0,0
"8161","LOC102938233",0,0,0,0,0,0
"8162","LOC102938234",0,0,0,0,0,0
"8163","LOC102938236",0,0,0,0,0,0
"8164","LOC102938237",0,0,0,0,0,0
"8165","LOC102938240",0,0,0,0,0,0
"8166","LOC102938241",0,0,0,0,0,0
